# Weather station Chofu (airport), Japan, METAR=RJTF,selection from 01.01.2020 till 31.12.2020, all days,,,,,,,,
# Encoding: ANSI,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis""", rp5.ru,,,,,,,,,,,
# If you use the data, please indicate the name of the website.,,,,,,,,,,,
,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Chofu (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
16.10.2020 10:00,15,763.5,767.3,59,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,7
16.10.2020 09:00,15,763.5,767.3,59,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,7
16.10.2020 08:30,15,763.5,767.3,63,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,8
15.10.2020 16:00,16,760.5,764.3,88,Wind blowing from the east-northeast,3,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,14
15.10.2020 15:00,17,760.5,764.3,88,Wind blowing from the east-northeast,4,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,15
15.10.2020 14:00,17,759.7,763.5,88,Wind blowing from the north-east,3,,Light rain,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,15
15.10.2020 13:00,17,760.5,764.3,88,Wind blowing from the north-east,4,,Light rain,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 1500 m",7,15
15.10.2020 12:00,18,760.5,764.3,78,Wind blowing from the north,4,,Light rain,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,14
15.10.2020 11:00,19,760.6,764.3,73,Wind blowing from the north-northwest,4,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1800 m",10.0 and more,14
15.10.2020 10:00,19,761.3,765,73,Wind blowing from the north,3,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1800 m",10.0 and more,14
15.10.2020 09:00,19,761.3,765,78,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1800 m",10.0 and more,15
14.10.2020 16:00,22,758.3,762,61,Wind blowing from the east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m",10.0 and more,14
14.10.2020 15:00,22,758.3,762,61,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m, broken clouds (60-90%) 1800 m",10.0 and more,14
14.10.2020 14:00,23,759.1,762.8,57,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m",10.0 and more,14
14.10.2020 13:00,22,759.1,762.8,57,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m, broken clouds (60-90%) 1800 m",10.0 and more,13
14.10.2020 12:00,22,759.1,762.8,57,Wind blowing from the east-northeast,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1800 m",10.0 and more,13
14.10.2020 11:00,22,759.8,763.5,57,Wind blowing from the east-northeast,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m, broken clouds (60-90%) 2400 m",10.0 and more,13
14.10.2020 10:00,21,760.6,764.3,64,Wind blowing from the east-northeast,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2400 m",10.0 and more,14
14.10.2020 09:00,20,760.6,764.3,64,Wind blowing from the east-northeast,3,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1500 m",10.0 and more,13
14.10.2020 08:30,20,760.6,764.3,69,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1500 m",10.0 and more,14
13.10.2020 16:00,24,755.3,759,69,Wind blowing from the east,4,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 2100 m",10.0 and more,18
13.10.2020 15:00,25,754.6,758.2,69,Wind blowing from the east,4,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 2100 m",10.0 and more,19
13.10.2020 14:00,26,754.1,757.7,65,Wind blowing from the east,3,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1200 m",10.0 and more,19
13.10.2020 13:00,26,754.1,757.7,65,Wind blowing from the east,3,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1200 m, broken clouds (60-90%) 2100 m",10.0 and more,19
13.10.2020 12:00,26,754.1,757.7,65,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m, broken clouds (60-90%) 2100 m",10.0 and more,19
13.10.2020 11:00,27,754.6,758.2,58,Wind blowing from the north,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 2100 m",10.0 and more,18
13.10.2020 10:00,26,754.6,758.2,61,Wind blowing from the north,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 2100 m",10.0 and more,18
13.10.2020 09:00,24,755.3,759,74,Wind blowing from the north-northeast,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m",10.0 and more,19
12.10.2020 16:00,24,753.3,756.9,74,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 2400 m",10.0 and more,19
12.10.2020 15:00,25,753.3,756.9,69,Wind blowing from the north-northeast,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,19
12.10.2020 14:00,25,753.3,756.9,69,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 2700 m",10.0 and more,19
12.10.2020 13:00,24,753.3,756.9,69,Wind blowing from the north,3,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m",10.0 and more,18
12.10.2020 12:00,24,754.1,757.7,74,Wind blowing from the north,3,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m",10.0 and more,19
12.10.2020 11:00,24,754.5,758.2,78,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m",10.0 and more,20
12.10.2020 10:00,23,755.3,759,78,Wind blowing from the north,3,,,,"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%)",10.0 and more,19
12.10.2020 09:00,22,755.3,759,83,Wind blowing from the north-northeast,5,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%)",10.0 and more,19
12.10.2020 08:30,22,755.3,759,83,Wind blowing from the north,5,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1500 m",10.0 and more,19
11.10.2020 16:00,23,754,757.7,78,Wind blowing from the north,4,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1500 m",10.0 and more,19
11.10.2020 15:00,24,753.3,756.9,74,Wind blowing from the north,3,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m",10.0 and more,19
11.10.2020 14:00,23,753.2,756.9,74,Wind blowing from the north,5,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m",10.0 and more,18
11.10.2020 13:00,24,753.3,756.9,74,Wind blowing from the north,5,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,19
11.10.2020 12:00,23,754,757.7,78,Wind blowing from the north,5,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,19
11.10.2020 11:00,23,754.5,758.2,74,Wind blowing from the north,5,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m",10.0 and more,18
11.10.2020 10:00,21,755.3,759,83,Wind blowing from the north-northwest,5,,Light rain,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 750 m",10.0 and more,18
11.10.2020 09:00,20,755.3,759,88,Wind blowing from the north-northwest,4,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,18
10.10.2020 16:00,17,757.4,761.2,100,Wind blowing from the north,2,,"Light shower(s), rain",,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 450 m",6,17
10.10.2020 15:41,17,757.4,761.2,100,Wind blowing from the north-northwest,3,,"Light shower(s), rain",,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 450 m",6,17
10.10.2020 15:00,17,757.4,761.2,94,Wind blowing from the north-northwest,4,,"Light shower(s), rain",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",6,16
10.10.2020 14:00,17,759,762.8,94,Wind blowing from the north-northwest,4,,"Shower(s), rain, mist",,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 210 m, overcast (100%) 360 m",4,16
10.10.2020 13:14,17,759,762.8,94,Wind blowing from the north-northwest,5,,"Shower(s), rain, mist",,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 210 m, broken clouds (60-90%) 450 m",4,16
10.10.2020 13:00,17,759,762.8,94,Wind blowing from the north-northwest,5,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",5,16
10.10.2020 12:43,17,759,762.8,94,Wind blowing from the north-northwest,5,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",5,16
10.10.2020 12:22,17,759,762.8,94,Wind blowing from the north-northwest,5,,"Shower(s), rain, mist",,"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 240 m, overcast (100%) 360 m",4,16
10.10.2020 12:00,17,759,762.8,94,Wind blowing from the north-northwest,5,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, overcast (100%) 360 m",5,16
10.10.2020 11:00,16,760.5,764.3,100,Wind blowing from the north,5,,"Light shower(s), rain",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",6,16
10.10.2020 10:12,16,760.5,764.3,100,Wind blowing from the north,6,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",5,16
10.10.2020 10:00,16,760.5,764.3,100,Wind blowing from the north,6,,"Shower(s), rain, mist",,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 210 m, overcast (100%) 450 m",4,16
10.10.2020 09:19,16,761.2,765,100,Wind blowing from the north,5,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",5,16
10.10.2020 09:00,16,761.2,765,94,Wind blowing from the north,5,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",4.5,15
10.10.2020 08:10,16,761.2,765,94,Wind blowing from the north,5,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",5,15
09.10.2020 16:00,15,765.1,768.9,94,Wind blowing from the north-northwest,4,,Light rain,,"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 450 m",6,14
09.10.2020 15:27,15,765.1,768.9,100,Wind blowing from the north-west,3,,Light rain,,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 450 m",6,15
09.10.2020 15:03,15,765.1,768.9,94,Wind blowing from the north-northwest,3,,Rain,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 300 m",6,14
09.10.2020 15:00,15,765.1,768.9,94,Wind blowing from the north-northwest,3,,Light rain,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 300 m",6,14
09.10.2020 14:00,15,765.1,768.9,94,Wind blowing from the north-northwest,4,,Light rain,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 300 m",6,14
09.10.2020 13:19,15,765.1,768.9,94,Wind blowing from the north-northwest,4,,Rain,,"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 300 m",6,14
09.10.2020 13:00,15,765.8,769.6,94,Wind blowing from the north-northwest,4,,Light rain,,"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 300 m",6,14
09.10.2020 12:00,15,765.8,769.6,94,Wind blowing from the north-northwest,4,,Light rain,,"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 450 m",7,14
09.10.2020 11:00,15,765.8,769.6,94,Wind blowing from the north-northwest,4,,Light rain,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 600 m",7,14
09.10.2020 10:00,15,766.6,770.4,94,Wind blowing from the north-west,3,,Light rain,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 600 m",10.0 and more,14
09.10.2020 09:00,15,766.6,770.4,94,Wind blowing from the north-west,2,,Light rain,,"Few clouds (10-30%) 210 m, scattered clouds (40-50%) 270 m, broken clouds (60-90%) 450 m",7,14
09.10.2020 08:30,14,766.6,770.4,100,Wind blowing from the north-northwest,3,,Light rain,,"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 210 m, broken clouds (60-90%) 450 m",7,14
09.10.2020 08:12,14,766.6,770.4,100,Wind blowing from the north-northwest,3,,"Light rain, mist",,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 270 m, broken clouds (60-90%) 450 m",5,14
08.10.2020 16:00,15,765.1,768.9,94,Wind blowing from the north,4,,Light rain,,"Few clouds (10-30%) 270 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 3000 m",10.0 and more,14
08.10.2020 15:00,15,765.1,768.9,94,Wind blowing from the north,6,,Light rain,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 270 m, broken clouds (60-90%) 3000 m",10.0 and more,14
08.10.2020 14:00,15,765.1,768.9,94,Wind blowing from the north,4,,Light rain,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 900 m",6,14
08.10.2020 13:00,15,765.8,769.6,94,Wind blowing from the north-northwest,4,,Light rain,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1200 m",10.0 and more,14
08.10.2020 12:36,15,765.1,768.9,94,Wind blowing from the north,4,,Light rain,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 1200 m",7,14
08.10.2020 12:00,15,765.8,769.6,94,Wind blowing from the north,4,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 1200 m",4,14
08.10.2020 11:34,15,766.6,770.4,94,Wind blowing from the north-west,4,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 1200 m",5,14
08.10.2020 11:11,15,765.8,769.6,94,Wind blowing from the north,4,,"Rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 1200 m",4,14
08.10.2020 11:00,15,766.6,770.4,94,Wind blowing from the north-northwest,4,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 1200 m",4,14
08.10.2020 10:44,15,766.6,770.4,94,Wind blowing from the north,4,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 600 m",4,14
08.10.2020 10:22,15,766.6,770.4,94,Wind blowing from the north,4,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 600 m",5,14
08.10.2020 10:00,14,766.6,770.4,100,Wind blowing from the north,4,,"Rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 600 m",3.5,14
08.10.2020 09:34,14,766.6,770.4,100,Wind blowing from the north-northwest,4,,"Rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 600 m",4,14
08.10.2020 09:00,14,766.6,770.4,100,Wind blowing from the north-northwest,4,,Light rain,,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 210 m, broken clouds (60-90%) 600 m",7,14
08.10.2020 08:10,14,766.6,770.4,100,Wind blowing from the north,4,,"Light rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 180 m, broken clouds (60-90%) 450 m",4,14
07.10.2020 16:00,19,764.3,768.1,73,Wind blowing from the east,3,,Light rain,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 3000 m",10.0 and more,14
07.10.2020 15:00,21,764.4,768.1,60,Wind blowing from the east,3,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 3600 m",10.0 and more,13
07.10.2020 14:00,21,763.6,767.3,57,Wind blowing from the north-east,3,,Light rain,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 3000 m",10.0 and more,12
07.10.2020 13:00,22,763.6,767.3,47,Wind blowing from the north-east,3,,Light rain,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 3900 m",10.0 and more,10
07.10.2020 12:00,23,764.4,768.1,44,Wind blowing from the north-east,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 4500 m",10.0 and more,10
07.10.2020 11:00,22,764.4,768.1,47,Wind blowing from the north-east,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,10
07.10.2020 10:00,22,764.4,768.1,47,Wind blowing from the north-east,3,,,,"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%)",10.0 and more,10
07.10.2020 09:00,21,764.4,768.1,57,Wind blowing from the north-northeast,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m",10.0 and more,12
07.10.2020 08:30,20,764.3,768.1,56,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m",10.0 and more,11
06.10.2020 16:00,22,758.3,762,44,Wind blowing from the north,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2400 m",10.0 and more,9
06.10.2020 15:00,23,757.5,761.2,41,Wind blowing from the north,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2400 m",10.0 and more,9
06.10.2020 14:00,23,757.5,761.2,41,Wind blowing from the north-northwest,6,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 4500 m, broken clouds (60-90%)",10.0 and more,9
06.10.2020 13:00,24,757.5,761.2,39,Wind blowing from the north-northwest,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 4500 m, broken clouds (60-90%)",10.0 and more,9
06.10.2020 12:00,24,757.5,761.2,39,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 4500 m, broken clouds (60-90%)",10.0 and more,9
06.10.2020 11:00,23,757.5,761.2,41,Wind blowing from the north-northeast,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%)",10.0 and more,9
06.10.2020 10:00,23,757.5,761.2,41,Wind blowing from the north-northeast,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 2400 m",10.0 and more,9
06.10.2020 09:00,22,757.5,761.2,44,Wind blowing from the north,6,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,9
06.10.2020 08:30,21,756.8,760.5,43,Wind blowing from the north,6,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,8
05.10.2020 16:00,25,749.5,753.1,61,Wind blowing from the north-northeast,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,17
05.10.2020 15:00,24,749.5,753.1,69,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5400 m, broken clouds (60-90%)",10.0 and more,18
05.10.2020 14:00,23,749.5,753.1,74,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 4200 m, broken clouds (60-90%)",6,18
05.10.2020 13:00,23,749.5,753.1,74,Wind blowing from the north,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 4200 m",6,18
05.10.2020 12:00,22,750.2,753.9,78,Wind blowing from the north,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 4200 m",7,18
05.10.2020 11:00,22,749.4,753.1,78,Wind blowing from the south,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 4200 m",7,18
05.10.2020 10:00,21,750.2,753.9,83,"Calm, no wind",0,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 3600 m",7,18
05.10.2020 09:00,21,750.9,754.6,83,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 3600 m, broken clouds (60-90%) 5400 m",7,18
05.10.2020 08:30,21,750.9,754.6,83,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 3600 m",7,18
04.10.2020 16:00,24,753.3,756.9,65,Wind blowing from the south,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 4500 m, broken clouds (60-90%) 5400 m",10.0 and more,17
04.10.2020 15:00,25,754.1,757.7,57,Wind blowing from the south-southwest,3,,,,"Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 5400 m, broken clouds (60-90%)",10.0 and more,16
