# Weather station Washington / Ronald Reagan (airport), USA, WMO_ID=72405,selection from 01.01.2020 till 01.01.2021, all days,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: ANSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis""", rp5.ru,,,,,,,,,,,,,,,,,,,,,,,,,,,
# If you use the data, please indicate the name of the website.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Washington / Ronald Reagan (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.09.2020 16:00,26.7,758.8,760.4,-1,37,Wind blowing from the west,5,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,10.6,,,,,,
23.09.2020 13:00,26.7,759.8,761.5,-1.6,38,Wind blowing from the west-southwest,2,,,20�30%., ,,,15,26.7,,,"2500 or more, or no clouds.",,,16,11.1,,,,,,
23.09.2020 10:00,22.2,761.4,763,0,46,Wind blowing from the north-northwest,4,10,,no clouds, ,,,,,,,,,,16,10,,,,,,
23.09.2020 07:00,15,761.4,762.9,0.5,64,"Calm, no wind",0,,,no clouds, ,,,12.8,22.8,,,,,,16,8.3,,,,,,
23.09.2020 04:00,15,760.9,762.3,0.3,67,"Calm, no wind",0,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,8.9,,,,,,
23.09.2020 01:00,15,760.6,762.2,0,62,Wind blowing from the north,2,,,70 � 80%., ,,,8.9,18.3,,,"2500 or more, or no clouds.",,,16,7.8,,,,,,
22.09.2020 22:00,16.7,760.6,762.3,-0.5,56,Wind blowing from the west-northwest,3,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,7.8,,,,,,
22.09.2020 19:00,18.9,761.1,762.8,-0.5,49,Wind blowing from the west-southwest,2,,,no clouds, ,,,8.9,22.8,,,,,,16,7.8,,,,,,
22.09.2020 16:00,22,761.6,763.1,-2.3,36,Wind blowing from the west-northwest,4,8,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,6,,,,,,
22.09.2020 13:00,21.1,763.9,765.6,-2.8,34,,3,,,no clouds, ,,,10,21.7,,,,,,16,4.4,,,,,,
22.09.2020 10:00,17.2,766.7,768.4,-0.8,52,Wind blowing from the north-northwest,3,,,no clouds, ,,,,,,,,,,16,7.2,,,,,,
22.09.2020 07:00,10,767.5,769.1,-0.7,74,Wind blowing from the north,3,,,no clouds, ,,,8.9,20,,,,,,16,5.6,,,,,,
22.09.2020 04:00,8.9,768.2,769.7,-1,83,Wind blowing from the north,3,,,no clouds, ,,,,,,,,,,16,6.1,,,,,,
22.09.2020 01:00,10.6,769.2,770.9,-1.3,77,Wind blowing from the north,2,,,no clouds, ,,,8.9,16.1,,,,,,16,6.7,,,,,,
21.09.2020 22:00,13.3,770.5,772,-0.7,62,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,16,6.1,,,,,,
21.09.2020 19:00,15.6,771.2,772.8,-0.8,46,Wind blowing from the east,2,,,20�30%., ,,,8.9,20,,,1500-2000,,,16,3.9,,,,,,
21.09.2020 16:00,18.9,772,773.6,-1.5,36,Wind blowing from the east-northeast,5,,,20�30%., ,,,,,,,1000-1500,,,16,3.3,,,,,,
21.09.2020 13:00,19.4,773.5,775,-1.3,37,Wind blowing from the north-east,6,9,,20�30%., ,,,11.1,19.4,,,1500-2000,,,16,4.4,,,,,,
21.09.2020 10:00,16.7,774.8,776.5,0.3,50,Wind blowing from the north-east,6,10,,20�30%., ,,,,,,,1000-1500,,,16,6.1,,,,,,
21.09.2020 07:00,11.1,774.5,776.1,1,64,Wind blowing from the north-northeast,4,,,20�30%., ,,,8.9,20.6,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
21.09.2020 04:00,10,773.5,775.3,-0.3,77,Wind blowing from the north-northwest,3,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,6.1,,,,,,
21.09.2020 01:00,11.1,773.8,775.4,0.3,69,Wind blowing from the north-northeast,3,,,no clouds, ,,,7.8,16.1,,,,,,16,5.6,,,,,,
20.09.2020 22:00,13.3,773.5,775.2,0.5,67,Wind blowing from the east-northeast,4,,,no clouds, ,,,,,,,,,,16,7.2,,,,,,
20.09.2020 19:00,16.1,773,774.6,1,48,Wind blowing from the east-northeast,4,,,no clouds, ,,,7.8,20.6,,,,,,16,5,,,,,,
20.09.2020 16:00,18.9,772,773.7,-0.8,37,Wind blowing from the east,3,,,20�30%., ,,,,,,,1500-2000,,,16,3.9,,,,,,
20.09.2020 13:00,19.4,772.8,774.4,-0.2,37,Wind blowing from the north-east,5,,,20�30%., ,,,10,20,,,1000-1500,,,16,4.4,,,,,,
20.09.2020 10:00,17.8,773,774.5,1,46,Wind blowing from the north-northeast,4,,,20�30%., ,,,,,,,600-1000,,,16,6.1,,,,,,
20.09.2020 07:00,10,772,773.5,1.2,83,Wind blowing from the north-northwest,3,,,20�30%., ,,,7.8,19.4,,,"2500 or more, or no clouds.",,,16,7.2,,,,,,
20.09.2020 04:00,8.9,770.8,772.3,0.6,83,Wind blowing from the north-northwest,3,,,no clouds, ,,,,,,,,,,16,6.1,,,,,,
20.09.2020 01:00,10.6,770.2,771.8,0.5,74,Wind blowing from the north-northwest,3,,,20�30%., ,,,9.4,16.1,,,"2500 or more, or no clouds.",,,16,6.1,,,,,,
19.09.2020 22:00,13.3,769.7,771.4,1,65,Wind blowing from the north,2,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,6.7,,,,,,
19.09.2020 19:00,16.1,768.7,770.5,0.5,44,Wind blowing from the east-southeast,4,,,50%., ,,,9.4,19.4,,,"2500 or more, or no clouds.",,,16,3.9,,,,,,
19.09.2020 16:00,18.9,768.2,769.9,-1,30,Wind blowing from the north,3,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
19.09.2020 13:00,17.8,769.2,770.8,-0.5,34,Wind blowing from the north,4,,,50%., ,,,11.1,18.3,,,"2500 or more, or no clouds.",,,16,1.7,,,,,,
19.09.2020 10:00,15,769.7,771.4,1,41,Wind blowing from the north,7,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.7,,,,,,
19.09.2020 07:00,10.6,768.7,770.2,1.5,56,Wind blowing from the north-northeast,6,,,50%., ,,,9.4,24.4,,,600-1000,,,16,2.2,,,,,,
19.09.2020 04:00,11.1,767.2,768.8,1,53,Wind blowing from the north,6,,,no clouds, ,,,,,,,,,,16,1.7,,,,,,
19.09.2020 01:00,13.9,766.2,767.8,2,45,Wind blowing from the north,9,12,,no clouds, ,,,13.9,20.6,,,,,,16,2.2,,,,,,
18.09.2020 22:00,17.8,764.2,765.7,2.6,48,Wind blowing from the north-northeast,9,12,,20�30%., ,,,,,,,2000-2500,,,16,6.7,,,,,,
18.09.2020 19:00,20,761.6,763.3,1.8,53,Wind blowing from the north-northeast,5,,,20�30%., ,,,18.9,24.4,,,2000-2500,,,16,10,,,,,,
18.09.2020 16:00,23.3,759.8,761.5,0,48,Wind blowing from the north-northwest,7,,,70 � 80%., ,,,,,,,1000-1500,,,16,11.7,,,,,,
18.09.2020 13:00,21.7,759.8,761.5,0.2,68,Wind blowing from the north,6,,,100%., ,,,18.9,21.7,,,600-1000,,,16,15.6,,,,,,
18.09.2020 10:00,21.1,759.6,761.2,1.3,76,Wind blowing from the north,6,,,70 � 80%., ,,,,,,,300-600,,,16,16.7,,,,,,
18.09.2020 07:00,18.9,758.3,759.8,0.7,87,Wind blowing from the north,6,,,70 � 80%., ,,,18.9,22.8,,,300-600,,,11,16.7,0.5,6,,,,
18.09.2020 04:00,20,757.6,759.1,-0.5,90,Wind blowing from the north,4,,,100%., ,,,,,,,1000-1500,,,16,18.3,0.5,3,,,,
18.09.2020 01:00,20,758.1,759.7,-0.7,96,Wind blowing from the north-northeast,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,19.4,21.7,,,100-200,,,4.8,19.4,5,6,,,,
17.09.2020 22:00,20.6,758.8,760.6,-0.5,93,Wind blowing from the east-southeast,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,16,19.4,4,3,,,,
17.09.2020 19:00,21.1,759.3,760.9,-0.3,90,Wind blowing from the east-southeast,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,19.4,22.8,,,2000-2500,,,11,19.4,6,6,,,,
17.09.2020 16:00,21.7,759.6,761.2,-1.3,84,Wind blowing from the south-southeast,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,"2500 or more, or no clouds.",,,14,18.9,0.3,3,,,,
17.09.2020 13:00,22.8,760.9,762.5,-0.7,74,Wind blowing from the south,3,,,100%., ,,,20,22.8,,,600-1000,,,16,17.8,,,,,,
17.09.2020 10:00,22.2,761.6,763.3,-0.2,68,"Calm, no wind",0,,,100%., ,,,,,,,600-1000,,,16,16.1,,,,,,
17.09.2020 07:00,20,761.8,763.5,0.2,73,"Calm, no wind",0,,,100%., ,,,18.9,22.8,,,600-1000,,,16,15,,,,,,
17.09.2020 04:00,20,761.6,763.2,-1,70,"Calm, no wind",0,,,100%., ,,,,,,,300-600,,,16,14.4,,,,,,
17.09.2020 01:00,19.4,762.6,764.2,-1.3,79,"Calm, no wind",0,,,100%., ,,,12.8,20.6,,,600-1000,,,16,15.6,,,,,,
16.09.2020 22:00,18.9,763.9,765.4,0.5,87,Wind blowing from the west-southwest,2,,,70 � 80%., ,,,,,,,1000-1500,,,16,16.7,,,,,,
16.09.2020 19:00,20.6,763.4,765,-0.8,70,Wind blowing from the south-southeast,3,,,70 � 80%., ,,,12.8,22.8,,,1500-2000,,,16,15,,,,,,
16.09.2020 16:00,23,764.2,765.7,-1.2,53,Wind blowing from the south,4,,,70 � 80%., ,,,,,,,1000-1500,,,16,13,,,,,,
16.09.2020 13:00,22,765.4,766.9,-1.5,57,Wind blowing from the south,5,,,70 � 80%., ,,,13.9,22.2,,,1000-1500,,,16,13,,,,,,
16.09.2020 10:00,19,766.9,768.4,0,73,Wind blowing from the south-southwest,3,,,100%., ,,,,,,,600-1000,,,16,14,,,,,,
16.09.2020 07:00,14,766.9,768.4,0.2,88,Wind blowing from the north-east,2,,,70 � 80%., ,,,12.8,21.7,,,600-1000,,,16,12,,,,,,
16.09.2020 04:00,13.3,766.7,768.1,-0.5,87,Wind blowing from the north,2,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,11.1,,,,,,
16.09.2020 01:00,14.4,767.2,768.8,-1,84,Wind blowing from the east,2,,,100%., ,,,12.8,17.8,,,"2500 or more, or no clouds.",,,16,11.7,,,,,,
15.09.2020 22:00,16,768.2,769.7,0.5,72,Wind blowing from the north-east,2,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,11,,,,,,
15.09.2020 19:00,18,767.7,769.3,0.2,64,Wind blowing from the east-southeast,4,,,70 � 80%., ,,,12.8,21.7,,,2000-2500,,,16,11,,,,,,
15.09.2020 16:00,21,767.5,769.1,-0.9,40,"Calm, no wind",0,,,70 � 80%., ,,,,,,,1500-2000,,,16,7,,,,,,
15.09.2020 13:00,21,768.4,770.1,-1.3,43,"Calm, no wind",0,,,70 � 80%., ,,,13.3,21.1,,,1000-1500,,,16,8,,,,,,
15.09.2020 10:00,17,769.7,771.4,0.2,56,Wind blowing from the north-northeast,4,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,8,,,,,,
15.09.2020 07:00,13.3,769.5,770.9,1.1,65,Wind blowing from the north,6,10,,100%., ,,,12.8,26.1,,,"2500 or more, or no clouds.",,,16,6.7,,,,,,
15.09.2020 04:00,14.4,768.4,769.9,0.9,62,Wind blowing from the north,6,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,7.2,,,,,,
15.09.2020 01:00,17.2,767.5,769,0.8,58,Wind blowing from the north-northeast,7,,,100%., ,,,17.2,23.3,,,"2500 or more, or no clouds.",,,16,8.9,,,,,,
14.09.2020 22:00,19.4,766.7,768.2,1.6,59,Wind blowing from the north-northeast,5,,,70 � 80%., ,,,,,,,1500-2000,,,16,11.1,,,,,,
14.09.2020 19:00,22.2,765.1,766.7,0.7,55,Wind blowing from the north-northeast,4,,,70 � 80%., ,,,22.2,26.1,,,1500-2000,,,16,12.8,,,,,,
14.09.2020 16:00,25.6,764.4,765.9,0,48,Wind blowing from the north,4,,,70 � 80%., ,,,,,,,1500-2000,,,16,13.9,,,,,,
14.09.2020 13:00,25,764.4,766,-0.5,54,Wind blowing from the north,7,,,70 � 80%., ,,,22.2,25.6,,,1000-1500,,,16,15,,,,,,
14.09.2020 10:00,23.9,764.9,766.6,1,62,Wind blowing from the north,6,,,70 � 80%., ,,,,,,,600-1000,,,16,16.1,,,,,,
14.09.2020 07:00,22.8,763.9,765.6,1.8,79,Wind blowing from the north,5,,,100%., ,,,22.8,27.2,,,"2500 or more, or no clouds.",,,16,18.9,Trace of precipitation,6,,,,
14.09.2020 04:00,22.8,762.1,763.8,0.3,84,Wind blowing from the north,4,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,20,,,,,,
14.09.2020 01:00,23.3,761.8,763.3,0,85,Wind blowing from the south,2,,,70 � 80%., ,,,,25,,,1000-1500,,,16,20.6,,,,,,
13.09.2020 22:00,23.9,761.8,763.5,0.7,79,Wind blowing from the south-southwest,2,,,70 � 80%., ,,,,,,,1500-2000,,,16,20,,,,,,
13.09.2020 19:00,25,761.1,762.8,0,71,Wind blowing from the south,3,,,50%., ,,,16.7,27.2,,,1500-2000,,,16,19.4,,,,,,
13.09.2020 16:00,26.7,761.1,762.7,-1.3,62,Wind blowing from the south,3,,,50%., ,,,,,,,1000-1500,,,16,18.9,,,,,,
13.09.2020 13:00,25.6,762.4,763.9,-1.8,67,Wind blowing from the south,4,,,50%., ,,,17.8,26.1,,,1000-1500,,,16,18.9,,,,,,
13.09.2020 10:00,23.9,764.2,765.7,0,64,"Calm, no wind",0,,,50%., ,,,,,,,1000-1500,,,16,16.7,,,,,,
13.09.2020 07:00,17.8,764.2,765.7,-0.2,84,Wind blowing from the north-east,2,,,50%., ,,,16.7,23.9,,,"2500 or more, or no clouds.",,,16,15,,,,,,
13.09.2020 04:00,17.8,764.4,766,-1,84,Wind blowing from the north-east,3,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,15,,,,,,
13.09.2020 01:00,17.8,765.4,767.1,-0.8,81,Wind blowing from the north-northeast,3,,,20�30%., ,,,17.8,22.8,,,"2500 or more, or no clouds.",,,16,14.4,,,,,,
12.09.2020 22:00,19.4,766.2,767.7,1.1,76,Wind blowing from the east,4,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,15,,,,,,
12.09.2020 19:00,21.1,765.1,766.9,0,68,Wind blowing from the east,3,,,20�30%., ,,,21.1,23.9,,,1000-1500,,,16,15,,,,,,
12.09.2020 16:00,23.3,765.1,766.9,-1.6,64,Wind blowing from the east,5,,,70 � 80%., ,,,,,,,1000-1500,,,16,16.1,,,,,,
12.09.2020 13:00,22.8,766.7,768.1,-0.2,69,Wind blowing from the east-southeast,4,,,100%., ,,,20.6,22.8,,,600-1000,,,16,16.7,,,,,,
12.09.2020 10:00,21.7,766.9,768.4,1,79,Wind blowing from the east-northeast,4,,,100%., ,,,,,,,600-1000,,,16,17.8,,,,,,
12.09.2020 07:00,21.7,765.9,767.6,0.8,84,Wind blowing from the east-northeast,4,,,100%., ,,,21.1,27.2,,,300-600,,,16,18.9,,,,,,
12.09.2020 04:00,22.2,765.1,766.7,-0.3,87,Wind blowing from the north-east,4,,,100%., ,,,,,,,300-600,,,16,20,,,,,,
12.09.2020 01:00,22.8,765.4,766.9,0,81,Wind blowing from the north-east,2,,,100%., ,,,21.1,24.4,,,1000-1500,,,16,19.4,Trace of precipitation,6,,,,
11.09.2020 22:00,23.9,765.4,767.1,0.8,76,Wind blowing from the north-east,4,,,100%., ,,,,,,,600-1000,,,16,19.4,,,,,,
11.09.2020 19:00,23.9,764.6,766.3,0.4,76,Wind blowing from the east-northeast,3,,,50%., ,,,23.3,27.2,,,1500-2000,,,16,19.4,,,,,,
11.09.2020 16:00,25,764.2,765.7,-0.2,71,Wind blowing from the north-east,5,,,100%., ,,,,,,,1000-1500,,,16,19.4,,,,,,
11.09.2020 13:00,26.7,764.4,766,0,74,Wind blowing from the north,5,,,100%., ,,,24.4,27.2,,,600-1000,,,16,21.7,,,,,,
11.09.2020 10:00,26.7,764.4,766,0.2,79,Wind blowing from the north,5,,,100%., ,,,,,,,300-600,,,16,22.8,,,,,,
11.09.2020 07:00,24.4,764.2,765.7,1.3,91,Wind blowing from the north,4,,,100%., ,,,23.3,27.2,,,300-600,,,16,22.8,,,,,,
11.09.2020 04:00,23.9,762.9,764.5,0,94,Wind blowing from the north-northwest,3,,,100%., ,,,,,,,200-300,,,16,22.8,,,,,,
11.09.2020 01:00,24.4,762.9,764.5,-0.7,94,Wind blowing from the north-northwest,3,,,100%., ,,,24.4,25.6,,,100-200,,,16,23.3,,,,,,
10.09.2020 22:00,25.6,763.6,765.1,0.2,90,Wind blowing from the north-northwest,2,,,100%., ,,,,,,,200-300,,,16,23.9,,,,,,
10.09.2020 19:00,25.6,763.4,765,-0.5,93,Wind blowing from the north-east,3,,,70 � 80%., ,,,24.4,27.2,,,1000-1500,,,16,24.4,30,6,,,,
10.09.2020 16:00,26.1,763.9,765.5,-1,88,Wind blowing from the east-northeast,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,23.9,30,3,,,,
10.09.2020 13:00,25,764.9,766.5,-0.8,96,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, heavy at time of observation. ",,,24.4,26.1,,,100-200,,,0.4,24.4,43,6,,,,
10.09.2020 10:00,25.6,765.7,767.3,-0.2,93,Wind blowing from the east,2,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,3.2,24.4,0.3,3,,,,
10.09.2020 07:00,24.4,765.9,767.5,0.2,94,Wind blowing from the north-east,4,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,24.4,26.1,,,100-200,,,4.8,23.3,Trace of precipitation,6,,,,
10.09.2020 04:00,24.4,765.7,767.3,-0.5,94,Wind blowing from the north-east,4,,,100%., ,,,,,,,100-200,,,16,23.3,,,,,,
10.09.2020 01:00,24.4,766.2,767.9,-0.5,94,Wind blowing from the east-northeast,4,,,100%., ,,,22.8,25,,,200-300,,,16,23.3,13,6,,,,
09.09.2020 22:00,25,766.7,768.4,0.5,94,Wind blowing from the north-east,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,9,23.9,13,3,,,,
09.09.2020 19:00,25,766.2,767.7,0.3,90,Wind blowing from the north-east,4,,,100%., ,,,22.8,26.1,,,300-600,,,16,23.3,1,6,,,,
09.09.2020 16:00,25.6,765.9,767.6,-1,85,Wind blowing from the north-east,5,,,100%., ,,,,,,,300-600,,,16,22.8,Trace of precipitation,3,,,,
09.09.2020 13:00,24.4,766.9,768.5,0,91,Wind blowing from the north-east,5,,,100%., ,,,23.3,26.1,,,300-600,,,16,22.8,2,6,,,,
09.09.2020 10:00,24.4,766.9,768.7,0.7,88,Wind blowing from the north-northeast,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,22.2,Trace of precipitation,3,,,,
09.09.2020 07:00,23.3,766.2,767.7,1.1,91,Wind blowing from the east-northeast,3,,,100%., ,,,22.8,30.6,,,200-300,,,16,21.7,,,,,,
09.09.2020 04:00,22.8,765.1,766.7,0,90,Wind blowing from the north-east,3,,,100%., ,,,,,,,200-300,,,16,21.1,,,,,,
09.09.2020 01:00,23.9,765.1,766.8,0.7,84,Wind blowing from the north-east,3,,,100%., ,,,18.9,26.7,,,600-1000,,,16,21.1,,,,,,
08.09.2020 22:00,25,764.4,766,0.8,77,Wind blowing from the east-northeast,3,,,70 � 80%., ,,,,,,,1000-1500,,,16,20.6,,,,,,
08.09.2020 19:00,26.7,763.6,765.4,0.2,67,Wind blowing from the east-southeast,2,,,70 � 80%., ,,,18.9,30.6,,,1000-1500,,,16,20,,,,,,
08.09.2020 16:00,29.4,763.4,765,-0.8,55,,3,,,70 � 80%., ,,,,,,,1500-2000,,,16,19.4,,,,,,
08.09.2020 13:00,29.4,764.2,765.8,-0.2,57,"Calm, no wind",0,,,50%., ,,,20.6,29.4,,,1000-1500,,,16,20,,,,,,
08.09.2020 10:00,27.2,764.4,766,0.8,69,"Calm, no wind",0,,,20�30%., ,,,,,,,600-1000,,,16,21.1,,,,,,
08.09.2020 07:00,20,763.6,765.3,1.2,87,Wind blowing from the north,2,,,20�30%., ,,,18.9,28.3,,,"2500 or more, or no clouds.",,,16,17.8,,,,,,
08.09.2020 04:00,20.6,762.4,763.9,0.8,87,"Calm, no wind",0,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,18.3,,,,,,
08.09.2020 01:00,20.6,761.6,763.1,-1,81,Wind blowing from the south,4,,,no clouds, ,,,18.3,24.4,,,,,,16,17.2,,,,,,
07.09.2020 22:00,22.2,762.6,764.2,1.5,57,Wind blowing from the south-southeast,2,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,13.3,,,,,,
07.09.2020 19:00,24.4,761.1,762.8,0.8,56,Wind blowing from the south-southeast,3,,,50%., ,,,18.3,28.3,,,"2500 or more, or no clouds.",,,16,15,,,,,,
07.09.2020 16:00,27.8,760.3,762.1,-1.3,51,Wind blowing from the south,4,,,20�30%., ,,,,,,,1500-2000,,,16,16.7,,,,,,
07.09.2020 13:00,27.2,761.6,763.2,-1.5,49,Wind blowing from the south,4,,,20�30%., ,,,19.4,27.2,,,1500-2000,,,16,15.6,,,,,,
07.09.2020 10:00,24.4,763.1,764.8,-0.3,58,Wind blowing from the south-southeast,3,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,15.6,,,,,,
07.09.2020 07:00,19.4,763.4,764.8,0.8,87,Wind blowing from the south,2,,,50%., ,,,18.3,28.3,,,"2500 or more, or no clouds.",,,16,17.2,,,,,,
07.09.2020 04:00,18.9,762.6,764.2,-0.8,84,Wind blowing from the south-west,2,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,16.1,,,,,,
07.09.2020 01:00,20,763.4,765,-0.5,78,Wind blowing from the south-southwest,3,,,50%., ,,,16.7,24.4,,,"2500 or more, or no clouds.",,,16,16.1,,,,,,
06.09.2020 22:00,21.1,763.9,765.4,0.3,79,Wind blowing from the south-southwest,3,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,17.2,,,,,,
06.09.2020 19:00,24.4,763.6,765.1,-0.6,62,Wind blowing from the south,5,,,20�30%., ,,,16.7,28.3,,,"2500 or more, or no clouds.",,,16,16.7,,,,,,
06.09.2020 16:00,27.8,764.2,765.7,-0.7,47,Wind blowing from the south,4,,,20�30%., ,,,,,,,1000-1500,,,16,15.6,,,,,,
06.09.2020 13:00,27.8,764.9,766.5,-1.5,47,Wind blowing from the south,3,,,20�30%., ,,,19.4,27.8,,,1000-1500,,,16,15.6,,,,,,
06.09.2020 10:00,25.6,766.4,768,0.7,60,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,16,17.2,,,,,,
06.09.2020 07:00,19.4,765.7,767.3,0.3,79,"Calm, no wind",0,,,50%., ,,,16.7,27.8,,,"2500 or more, or no clouds.",,,16,15.6,,,,,,
06.09.2020 04:00,17.8,765.4,766.9,-0.3,81,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,16,14.4,,,,,,
06.09.2020 01:00,19.4,765.7,767.2,-0.5,71,Wind blowing from the south-southwest,2,,,no clouds, ,,,17.2,25,,,,,,16,13.9,,,,,,
05.09.2020 22:00,21.1,766.2,767.7,0.5,64,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,16,13.9,,,,,,
05.09.2020 19:00,24.4,765.7,767.3,0.3,39,Wind blowing from the north-northwest,2,,,20�30%., ,,,17.2,27.8,,,"2500 or more, or no clouds.",,,16,9.4,,,,,,
05.09.2020 16:00,26.7,765.4,767,-0.8,35,Wind blowing from the north-west,4,,,50%., ,,,,,,,1500-2000,,,16,10,,,,,,
05.09.2020 13:00,27.2,766.2,767.8,-1,37,"Calm, no wind",0,,,70 � 80%., ,,,20,27.2,,,1000-1500,,,16,11.1,,,,,,
05.09.2020 10:00,24.4,767.2,768.7,1,45,Wind blowing from the north-northeast,5,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,11.7,,,,,,
05.09.2020 07:00,20,766.2,767.8,1.3,65,Wind blowing from the north-northwest,5,,,50%., ,,,17.2,32.8,,,"2500 or more, or no clouds.",,,16,13.3,,,,,,
05.09.2020 04:00,18.9,764.9,766.4,1.5,73,Wind blowing from the north,3,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,13.9,,,,,,
05.09.2020 01:00,21.1,763.4,765,1.6,66,Wind blowing from the north-northwest,3,,,70 � 80%., ,,,21.1,26.7,,,"2500 or more, or no clouds.",,,16,14.4,,,,,,
04.09.2020 22:00,25,761.8,763.4,2,54,Wind blowing from the north-northwest,4,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,15,,,,,,
04.09.2020 19:00,26.1,759.8,761.3,1.5,82,Wind blowing from the south,5,,,70 � 80%., ,,,22.8,32.8,,,"2500 or more, or no clouds.",,,16,22.8,Trace of precipitation,6,,,,
04.09.2020 16:00,28.9,758.3,760,-0.2,61,Wind blowing from the north-west,4,,,70 � 80%., ,,,,,,,1500-2000,,,16,20.6,Trace of precipitation,3,,,,
04.09.2020 13:00,32.2,758.5,760.3,-0.6,45,Wind blowing from the west,5,,,20�30%., ,,,23.9,32.8,,,1000-1500,,,16,18.9,,,,,,
04.09.2020 10:00,30.6,759.1,760.7,0.8,57,Wind blowing from the west-northwest,5,8,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,21.1,,,,,,
04.09.2020 07:00,23.9,758.3,759.8,1.3,84,Wind blowing from the south-southwest,2,,,no clouds, ,,,22.8,,,,,,,16,21.1,,,,,,
04.09.2020 04:00,23.3,757,758.6,0.7,88,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,16,21.1,,,,,,
04.09.2020 01:00,25,756.3,757.9,1.5,88,Wind blowing from the west,2,,,no clouds, ,,,23.9,26.7,,,,,,16,22.8,2,6,,,,
03.09.2020 22:00,26.1,754.8,756.3,0.8,94,"Calm, no wind",0,,,70 � 80%., ,,,,,,,600-1000,,,16,25,2,3,,,,
03.09.2020 19:00,25.6,754,755.5,1,93,Wind blowing from the east-northeast,2,,,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",,,23.9,32.8,,,600-1000,,,8,24.4,7,6,,,,
03.09.2020 16:00,32.2,753,754.5,-2.5,62,Wind blowing from the south-southwest,10,12,,50%., ,,,,,,,1000-1500,,,16,23.9,,,,,,
03.09.2020 13:00,31.1,755.5,757.1,-1.5,63,Wind blowing from the south-southeast,8,,,50%., ,,,26.1,31.7,,,1000-1500,,,16,23.3,,,,,,
03.09.2020 10:00,28.9,757,758.5,-0.3,65,Wind blowing from the east-southeast,2,,,70 � 80%., ,,,,,,,600-1000,,,16,21.7,,,,,,
03.09.2020 07:00,26.7,757.3,758.9,0.5,82,"Calm, no wind",0,,,50%., ,,,23.9,31.1,,,"2500 or more, or no clouds.",,,16,23.3,,,,,,
